5744114227,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0
5744115927,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
5744119427,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0
5744134827,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
5644145627,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
5644146227,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
5744102727,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0
5744103327,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
5744110727,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
5744126827,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
5744131927,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1
5744135427,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
5743513827,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1
5743524727,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
5743573427,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
5743583727,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
5743604227,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
5743612227,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
5743623127,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
5743629027,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5743633427,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1
5743634027,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
5743637027,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
5743640827,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1
5743647227,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
5743658127,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1
5743659827,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
5743667827,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1
5743671227,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
5744601527,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
5744602127,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0
5744603827,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1
5744604427,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
5744605027,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
5744606727,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
5744607327,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1
5744608027,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0
5744610127,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
5744611827,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1
5744612427,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
5744613027,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
5744615327,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5744617627,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1
5744619927,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
5744621027,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1
5744622727,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0
5744703927,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1
5744706827,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
5744201127,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0
5744202827,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
5744203427,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1
5744204027,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
5744205727,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
5744206327,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
5744207027,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
5744208627,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
5744209227,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1
5744210827,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0
5744211427,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
5744212027,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
5744213727,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
5744215027,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
5744216627,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
5744217227,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
5744218927,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5744219527,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
5744220027,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1
5744221727,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
5744222327,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
5744223027,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
5744224627,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0
5744225227,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
5744226927,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
5744228127,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0
5744229827,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1
5644424727,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0
5744401327,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
5744402027,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1
5744403627,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1
5744404227,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
5744406527,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
5744407127,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1
